image_path,label
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper89.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic58.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal119.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper326.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal131.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard75.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic64.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard194.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper440.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass388.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard61.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard180.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic70.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper454.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal125.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass175.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard369.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard355.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard341.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic208.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper118.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass16.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard396.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal333.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper124.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic234.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic220.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal327.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard382.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal326.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic221.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard397.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic235.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper125.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal332.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper119.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic209.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard340.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard354.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass160.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard368.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass174.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper455.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard181.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard60.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal124.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper333.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal130.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper327.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass389.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper441.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic65.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard74.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper469.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal118.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic59.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard48.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper88.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper63.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper496.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard142.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass438.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper482.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard156.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper77.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass404.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass410.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass376.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal78.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper521.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic157.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper247.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper253.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic143.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal44.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal50.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper509.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper284.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash15.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic180.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper290.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash123.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal87.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass216.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal93.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal252.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic355.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic427.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic341.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal246.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic396.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal291.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal285.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic382.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal5.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard208.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal7.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard236.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic394.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic380.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal287.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard222.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal278.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic419.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic431.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic357.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal250.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal244.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic343.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass214.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal85.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal91.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic196.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper292.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic182.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash17.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic169.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper279.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal46.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal52.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper537.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic141.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper251.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass406.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass360.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic98.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard168.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard89.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper49.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass374.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass412.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard140.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper75.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass348.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper480.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard154.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper319.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper331.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal126.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard62.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper457.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard183.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic73.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard76.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper443.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard197.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper325.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal132.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass162.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass176.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard342.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard356.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal318.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass29.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard381.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic223.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal324.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper133.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal330.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper127.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass189.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass15.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard395.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic236.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper126.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal331.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard394.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass188.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass14.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard380.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper132.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal325.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic222.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass28.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal319.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard357.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard343.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass163.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic66.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper442.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard77.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal133.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper324.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic72.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard182.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper456.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard63.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper318.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard155.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper481.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass349.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper74.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper60.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard141.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper495.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass375.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper48.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard169.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic99.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass361.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper536.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic140.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic154.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper244.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal53.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper278.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic168.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal47.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash16.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic183.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper293.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper287.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass229.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass201.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal90.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash120.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass215.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic342.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal245.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic430.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal251.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic356.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal279.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic418.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal286.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic381.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard223.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard237.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic395.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard250.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic480.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard244.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard278.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic457.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard293.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal236.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic443.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic319.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash65.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash71.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass272.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass266.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass500.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard5.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic133.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass299.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper551.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper237.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic127.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper579.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal34.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper394.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard126.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard132.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper13.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass448.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper380.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass460.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass312.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass474.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal140.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper357.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper431.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard10.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper425.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal154.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper343.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard38.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic29.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper419.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal168.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard324.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass138.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic286.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper196.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal381.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal395.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic292.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard330.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass104.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass98.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard318.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass110.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass67.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper155.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal342.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic245.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper141.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass73.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper169.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal357.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper140.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass72.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper5.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass66.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic244.jpg,plastic
